symbol,price_min,price_max,price_avg,price_variance,trade_count,total_volume,price_first,price_last,price_stddev,window_start,window_end,window_start_str,window_end_str
SOLUSDT,86.26,86.29,86.27709677419367,6.028556319393937E-5,62,141.41099999999997,86.29,86.26,0.0077643778368868275,2026-04-21T20:02:30.000-06:00,2026-04-21T20:03:30.000-06:00,2026-04-21 20:02:30,2026-04-21 20:03:30
ADAUSDT,0.2492,0.2492,0.24920000000000006,0.0,12,40045.100000000006,0.2492,0.2492,0.0,2026-04-21T20:02:30.000-06:00,2026-04-21T20:03:30.000-06:00,2026-04-21 20:02:30,2026-04-21 20:03:30
SOLUSDT,86.3,86.33,86.31509090909093,4.397306397314442E-5,55,105.74500000000002,86.33,86.31,0.006631218890456296,2026-04-21T20:02:30.000-06:00,2026-04-21T20:03:30.000-06:00,2026-04-21 20:02:30,2026-04-21 20:03:30
SOLUSDT,86.28,86.31,86.29056338028164,6.539235412482826E-5,71,51.413999999999994,86.31,86.28,0.008086553909102954,2026-04-21T20:02:30.000-06:00,2026-04-21T20:03:30.000-06:00,2026-04-21 20:02:30,2026-04-21 20:03:30
BNBUSDT,632.44,632.53,632.4855752212396,7.356036662520435E-4,113,6.098999999999998,632.53,632.45,0.02712201442098362,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
AVAXUSDT,9.38,9.39,9.38977777777777,2.22222222222214E-6,45,3847.480000000002,9.39,9.39,0.0014907119849998322,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
SOLUSDT,86.21,86.22,86.21561643835622,2.4961948249586634E-5,73,59.50799999999996,86.21,86.22,0.004996193375919974,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
ETHUSDT,2320.34,2320.46,2320.401145038172,0.0016979095713591597,131,2.1666999999999983,2320.35,2320.46,0.04120569828748397,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
DOGEUSDT,0.09487,0.09488,0.094875,3.333333333338459E-11,4,1259.0,0.09488,0.09487,5.773502691900696E-6,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
DOGEUSDT,0.09487,0.09493,0.0948990243902439,2.728108756493308E-10,123,148486.0,0.09493,0.09488,1.651698748710947E-5,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
ETHUSDT,2320.22,2321.95,2321.1896702127656,0.283783171208573,940,19.84599999999993,2321.93,2320.22,0.5327130289457664,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
DOGEUSDT,0.09487,0.09489,0.09488044943820226,6.570480081750288E-11,89,13892.0,0.09489,0.09487,8.105849789966681E-6,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
ETHUSDT,2320.22,2320.36,2320.2969680851115,0.002387015018716366,188,2.554399999999996,2320.22,2320.35,0.0488570877019534,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BTCUSDT,76223.9,76237.41,76228.43714673929,12.057885297044031,368,1.6591900000000035,76223.91,76237.4,3.4724465866365795,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
XRPUSDT,1.4281,1.4282,1.4281476190476194,2.6190476190488148E-9,21,588.0000000000001,1.4281,1.4282,5.117663157192758E-5,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
XRPUSDT,1.4282,1.4283,1.4282153846153847,1.4102564102566561E-9,13,63.10000000000001,1.4282,1.4282,3.755338080994381E-5,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BTCUSDT,76237.41,76239.73,76238.4892307692,1.14404051280316,91,0.58555,76237.41,76239.73,1.0695982950636935,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
XRPUSDT,1.4281,1.4283,1.4282173076923073,5.773001508308083E-9,52,2497.0999999999995,1.4283,1.4282,7.598027052010334E-5,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BTCUSDT,76223.91,76236.12,76230.41823223546,16.946970480445977,577,1.8486500000000063,76226.95,76223.91,4.116669828932845,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BTCUSDT,76223.9,76231.28,76228.90515384615,7.262271681561063,130,0.36586000000000135,76231.28,76223.9,2.6948602341422205,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
XRPUSDT,1.4281,1.4282,1.4281399999999997,2.9999999999997092E-9,5,181.3,1.4282,1.4281,5.477225575051396E-5,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BTCUSDT,76223.9,76231.28,76226.42062222226,5.215572825214383,225,0.4544099999999999,76223.9,76231.27,2.283762865363736,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
XRPUSDT,1.4281,1.4281,1.4281000000000001,0.0,8,47.5,1.4281,1.4281,0.0,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
XRPUSDT,1.4283,1.429,1.4286356164383618,4.3826169107205005E-8,146,14270.800000000001,1.429,1.4283,2.0934700644433636E-4,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BTCUSDT,76226.96,76289.31,76262.41726825776,417.5635633659208,1424,2.669870000000005,76289.31,76226.96,20.43437210598654,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
SOLUSDT,86.22,86.23,86.22210526315791,1.7543859649140106E-5,19,3.5269999999999984,86.22,86.22,0.00418853908291902,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
AVAXUSDT,9.39,9.39,9.39,,1,81.92,9.39,9.39,,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BNBUSDT,632.44,632.44,632.44,0.0,2,0.32499999999999996,632.44,632.44,0.0,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
SOLUSDT,86.22,86.24,86.22999999999985,5.555555555557554E-6,73,304.35100000000006,86.22,86.24,0.0023570226039555824,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BNBUSDT,632.44,632.45,632.4431818181821,2.2727272727238472E-5,22,2.8899999999999997,632.45,632.44,0.004767312946224369,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
AVAXUSDT,9.4,9.4,9.4,,1,0.7,9.4,9.4,,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
ETHUSDT,2320.75,2320.75,2320.75,0.0,2,0.0025,2320.75,2320.75,0.0,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BNBUSDT,632.56,632.59,632.570425531915,1.6938020351503047E-4,47,0.9930000000000001,632.56,632.58,0.013014614996803803,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
SOLUSDT,86.24,86.25,86.24066666666663,6.4367816092038804E-6,30,3.2910000000000004,86.24,86.25,0.002537081317026295,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BNBUSDT,632.53,632.81,632.6714487632503,0.008120943287474796,283,12.473000000000033,632.81,632.53,0.09011627648474384,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
SOLUSDT,86.2,86.26,86.2302232142855,3.017436739263469E-4,224,5664.282000000002,86.26,86.2,0.01737077067738639,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BNBUSDT,632.59,632.59,632.59,,1,0.328,632.59,632.59,,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
ADAUSDT,0.249,0.2491,0.24901428571428577,1.3186813186808592E-9,14,12617.1,0.249,0.2491,3.631365196012182E-5,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
DOGEUSDT,0.09488,0.0949,0.09489243902439022,4.390243902432231E-11,41,30626.0,0.09489,0.0949,6.6258915644856665E-6,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
ETHUSDT,2320.25,2320.75,2320.4852522255164,0.026207748692979593,337,7.45510000000004,2320.28,2320.74,0.1618880745854357,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
DOGEUSDT,0.0949,0.09491,0.094902,1.999999999998449E-11,5,17090.0,0.0949,0.09491,4.472135954997845E-6,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
ETHUSDT,2320.74,2320.75,2320.7464999999993,2.394736842047105E-5,20,1.6693999999999996,2320.74,2320.74,0.004893604849236507,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
ETHUSDT,2320.3,2320.46,2320.3869402985088,0.0031898159577834245,134,0.7456999999999978,2320.45,2320.3,0.056478455695808685,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
DOGEUSDT,0.09488,0.09489,0.09488055555555558,5.555555555551248E-12,18,1787.0,0.09488,0.09489,2.357022603954245E-6,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BNBUSDT,632.44,632.55,632.4850505050508,9.783137497599865E-4,99,13.72699999999999,632.45,632.55,0.03127800744548774,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
SOLUSDT,86.23,86.23,86.23,,1,2.198,86.23,86.23,,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
ADAUSDT,0.249,0.249,0.249,,1,24.0,0.249,0.249,,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
ADAUSDT,0.249,0.2491,0.24901999999999996,1.9999999999995592E-9,5,128.0,0.249,0.2491,4.472135954999087E-5,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
ADAUSDT,0.249,0.2491,0.2490083333333334,8.3333333333309E-10,12,23337.799999999996,0.2491,0.249,2.8867513459477074E-5,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
ADAUSDT,0.2491,0.2491,0.2491,0.0,22,21723.3,0.2491,0.2491,0.0,2026-04-21T20:03:00.000-06:00,2026-04-21T20:04:00.000-06:00,2026-04-21 20:03:00,2026-04-21 20:04:00
BTCUSDT,76269.64,76273.12,76271.75634146339,2.63911683332768,123,0.3948799999999999,76269.64,76273.12,1.6245358824377134,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
SOLUSDT,86.28,86.28,86.27999999999999,0.0,18,4.817,86.28,86.28,0.0,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
BNBUSDT,632.73,632.85,632.7804347826085,0.0012630434782500072,69,7.727000000000004,632.73,632.85,0.03553932298525124,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
AVAXUSDT,9.4,9.4,9.400000000000002,0.0,12,79.73,9.4,9.4,0.0,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
ETHUSDT,2321.45,2321.76,2321.666603174599,0.00924415731482953,315,5.594499999999996,2321.45,2321.73,0.0961465408365248,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
DOGEUSDT,0.09494,0.09495,0.09494076923076925,7.692307692323845E-12,13,346.0,0.09494,0.09494,2.7735009811290576E-6,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
DOGEUSDT,0.09488,0.0949,0.09489243902439022,4.390243902432231E-11,41,30626.0,0.09489,0.0949,6.6258915644856665E-6,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
ETHUSDT,2320.25,2320.75,2320.4852522255164,0.026207748692979593,337,7.45510000000004,2320.28,2320.74,0.1618880745854357,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
DOGEUSDT,0.0949,0.09491,0.094902,1.999999999998449E-11,5,17090.0,0.0949,0.09491,4.472135954997845E-6,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
ETHUSDT,2320.74,2320.75,2320.7464999999993,2.394736842047105E-5,20,1.6693999999999996,2320.74,2320.74,0.004893604849236507,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
ETHUSDT,2320.3,2320.46,2320.3869402985088,0.0031898159577834245,134,0.7456999999999978,2320.45,2320.3,0.056478455695808685,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
DOGEUSDT,0.09488,0.09489,0.09488055555555558,5.555555555551248E-12,18,1787.0,0.09488,0.09489,2.357022603954245E-6,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
BTCUSDT,76223.9,76231.28,76228.90515384615,7.262271681561063,130,0.36586000000000135,76231.28,76223.9,2.6948602341422205,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
SOLUSDT,86.22,86.24,86.22999999999985,5.555555555557554E-6,73,304.35100000000006,86.22,86.24,0.0023570226039555824,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
BNBUSDT,632.44,632.45,632.4431818181821,2.2727272727238472E-5,22,2.8899999999999997,632.45,632.44,0.004767312946224369,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
AVAXUSDT,9.4,9.4,9.4,,1,0.7,9.4,9.4,,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
XRPUSDT,1.4275,1.4283,1.4278140211640225,3.744214278696829E-8,378,94929.8000000002,1.4282,1.4279,1.9349972296354404E-4,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
BTCUSDT,76237.41,76239.73,76238.4892307692,1.14404051280316,91,0.58555,76237.41,76239.73,1.0695982950636935,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
BNBUSDT,632.56,632.59,632.570425531915,1.6938020351503047E-4,47,0.9930000000000001,632.56,632.58,0.013014614996803803,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
SOLUSDT,86.24,86.25,86.24066666666663,6.4367816092038804E-6,30,3.2910000000000004,86.24,86.25,0.002537081317026295,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
XRPUSDT,1.4279,1.4281,1.4280203703703696,2.4074074074179966E-9,54,16923.8,1.4279,1.4281,4.906533814637373E-5,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
XRPUSDT,1.428,1.4281,1.4280333333333333,2.6666666666665235E-9,6,1499.3,1.4281,1.428,5.163977794943084E-5,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
BNBUSDT,632.59,632.74,632.6404081632654,0.0016946770460837192,98,6.1910000000000105,632.59,632.74,0.041166455350002136,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
BTCUSDT,76239.72,76269.65,76251.77556935823,100.694666221196,483,4.431640000000003,76239.73,76269.65,10.034673199521547,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
SOLUSDT,86.25,86.28,86.26116883116899,9.730006835289246E-5,77,100.27999999999999,86.25,86.28,0.0098640797012642,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
ADAUSDT,0.249,0.2491,0.24901428571428577,1.3186813186808592E-9,14,12617.1,0.249,0.2491,3.631365196012182E-5,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
ETHUSDT,2320.74,2321.46,2321.088333333336,0.05608356862723831,426,10.14140000000003,2320.75,2321.45,0.23681969645119957,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
DOGEUSDT,0.09491,0.09493,0.09491854545454545,5.710437710439663E-11,55,43341.0,0.09491,0.09493,7.55674381624762E-6,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
SOLUSDT,86.27,86.28,86.2775,2.5000000000001895E-5,4,7.203,86.28,86.28,0.005000000000000189,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
BTCUSDT,76273.11,76273.12,76273.11410256411,2.4831308991954778E-5,39,0.33851000000000003,76273.12,76273.11,0.004983102346124829,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
BNBUSDT,632.85,632.85,632.85,,1,0.023,632.85,632.85,,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
XRPUSDT,1.4281,1.4282,1.4281476190476194,2.6190476190488148E-9,21,588.0000000000001,1.4281,1.4282,5.117663157192758E-5,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
XRPUSDT,1.4282,1.4283,1.4282153846153847,1.4102564102566561E-9,13,63.10000000000001,1.4282,1.4282,3.755338080994381E-5,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
XRPUSDT,1.4281,1.4282,1.4281399999999997,2.9999999999997092E-9,5,181.3,1.4282,1.4281,5.477225575051396E-5,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
ADAUSDT,0.2489,0.249,0.24899230769230776,7.692307692305604E-10,13,7969.800000000001,0.249,0.249,2.773500981125769E-5,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
BTCUSDT,76223.9,76237.41,76228.43714673929,12.057885297044031,368,1.6591900000000035,76223.91,76237.4,3.4724465866365795,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
BNBUSDT,632.44,632.55,632.4850505050508,9.783137497599865E-4,99,13.72699999999999,632.45,632.55,0.03127800744548774,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
SOLUSDT,86.23,86.23,86.23,,1,2.198,86.23,86.23,,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
ADAUSDT,0.2491,0.2492,0.24911111111111106,1.1111111111114833E-9,9,2904.9,0.2491,0.2492,3.333333333333892E-5,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
ETHUSDT,2321.49,2321.74,2321.6009302325615,0.007442121278068765,215,6.557400000000001,2321.73,2321.49,0.08626773022439367,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
DOGEUSDT,0.09495,0.09495,0.09494999999999999,0.0,7,175.0,0.09495,0.09495,0.0,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
ADAUSDT,0.249,0.249,0.249,,1,24.0,0.249,0.249,,2026-04-21T20:03:30.000-06:00,2026-04-21T20:04:30.000-06:00,2026-04-21 20:03:30,2026-04-21 20:04:30
DOGEUSDT,0.09494,0.09495,0.09494076923076925,7.692307692323845E-12,13,346.0,0.09494,0.09494,2.7735009811290576E-6,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
AVAXUSDT,9.4,9.4,9.400000000000002,0.0,12,79.73,9.4,9.4,0.0,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
BTCUSDT,76269.64,76273.12,76271.75634146339,2.63911683332768,123,0.3948799999999999,76269.64,76273.12,1.6245358824377134,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
ADAUSDT,0.2491,0.2492,0.24911111111111106,1.1111111111114833E-9,9,2904.9,0.2491,0.2492,3.333333333333892E-5,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
XRPUSDT,1.4275,1.4283,1.4278140211640225,3.744214278696829E-8,378,94929.8000000002,1.4282,1.4279,1.9349972296354404E-4,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
BNBUSDT,632.59,632.74,632.6409278350516,0.0016855884879795528,97,5.86300000000001,632.59,632.74,0.04105591903708347,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
DOGEUSDT,0.09497,0.09497,0.09497,0.0,7,186.0,0.09497,0.09497,0.0,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
XRPUSDT,1.428,1.4282,1.4281000000000004,8.333333333323019E-10,25,5514.100000000002,1.428,1.4281,2.8867513459463424E-5,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
BNBUSDT,632.84,632.94,632.8777358490565,9.87082728588081E-4,53,2.6800000000000006,632.85,632.93,0.0314178727572075,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
BNBUSDT,632.84,632.85,632.8433333333334,3.33333333332727E-5,3,1.0419999999999998,632.84,632.85,0.005773502691891007,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
XRPUSDT,1.4281,1.4281,1.4281000000000001,0.0,7,2652.1000000000004,1.4281,1.4281,0.0,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
XRPUSDT,1.4279,1.4281,1.4280203703703696,2.4074074074179966E-9,54,16923.8,1.4279,1.4281,4.906533814637373E-5,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
BNBUSDT,632.73,632.85,632.7804347826085,0.0012630434782500072,69,7.727000000000004,632.73,632.85,0.03553932298525124,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
XRPUSDT,1.428,1.4281,1.4280333333333333,2.6666666666665235E-9,6,1499.3,1.4281,1.428,5.163977794943084E-5,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
BNBUSDT,632.85,632.85,632.85,,1,0.023,632.85,632.85,,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
DOGEUSDT,0.09491,0.09493,0.09491854545454545,5.710437710439663E-11,55,43341.0,0.09491,0.09493,7.55674381624762E-6,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
BTCUSDT,76239.72,76269.65,76251.77556935823,100.694666221196,483,4.431640000000003,76239.73,76269.65,10.034673199521547,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
ADAUSDT,0.2489,0.249,0.24899230769230776,7.692307692305604E-10,13,7969.800000000001,0.249,0.249,2.773500981125769E-5,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
DOGEUSDT,0.09495,0.09495,0.09494999999999999,0.0,7,175.0,0.09495,0.09495,0.0,2026-04-21T20:04:00.000-06:00,2026-04-21T20:05:00.000-06:00,2026-04-21 20:04:00,2026-04-21 20:05:00
